Target,IBM,VirusTotal,URLScan,GoogleSafeBrowsing,URLScanUUID
https://en.wikipedia.org/wiki/Anime,1 out of 10,0 out of 72,0 out of 100,Safe,2b65a0b4-7adb-40a2-a20d-26ffd11a992c
